Bishtpala-Outer-Reef,Bishtpala Outer Reef
Bayof-Plenty,Bay of Plenty
Pulau-Pinang,Pulau Pinang
Treasure-Island,Treasure Island
Turtle-Island,TurtleIsland
Batu-Hiu,Batu Hiu
Batu-Karas,Batu Karas
Batu-Mandi,Batu Mandi
Karang-Nini,Karang Nini
Keusik-Luhur,Keusik Luhur
Grajagan-Bay,Grajagan Bay/G-Land
Tanjung-Kucur,Tanjung Kucur
Baya-Beach,Baya Beach
Baya-Reef,Baya Reef
Cimaja,Cimaja
Indicatorspoint,Indicators point
Inside-Panaitan-Lefts,Inside Panaitan Lefts
Inside-Panaitan-Rights,Inside Panaitan Rights
Karang-Haji-Ocean-Queen-Hotel,Karang Haji - OceanQueen Hotel
Loji,Loji
Mama-Losmen-Left,Mama Losmen Left
Ombak-Tujuh,Ombak Tujuh
One-Palm-Point-Panaitanisland,One Palm Point - Panaitan island
Panaitan-Rights,Panaitan Rights
Samudra,Samudra
Turtles,Turtles
Ujung-Genteng-Harbour,Ujung Genteng Harbour
Aan,Aan
Air-Guling,Air Guling
Ampang,Ampang
Belongas,Belongas
Ekas-Inside,Ekas-Inside
Ekas-Outside,Ekas-Outside
Grupuk,Gerpuk Bay - Inside Gerpuk
Kuta-Bay-Lombok,Kuta Bay-Lombok
Labuhan-Haji,Labuhan Haji
Mawi,Mawi
Mawun,Mawun
Sereweh,Sereweh
Sigar,Sigar
Tanjung-Aan,Tanjung A'an
Upper-Sereweh,Upper Sereweh
Desert-Point-Bangko-Bangko,Desert Point (Bangko-Bangko)
Gili-Air-Pertama,Gili Air-Pertama
Safari-Island,Safari Island
Senggigi,Senggigi
Four-Bobs,4 Bobs
Bankvaults,Bankvaults
Beng-Beng,Beng Beng
Bommie-Peak,Bommie Peak
Burgerworld,Burgerworld
E-Bay,E-Bay
Gilligans,Gilligans
Hideaways-1,Hideaways (Mentawi Islands)
Icelands,Icelands
Kandui-Left,Kandui Left
Lances-Right,Lances Right
Lances-Left_1,LancesLeft
Macaronis,Macaronis
Nipussi,Nipussi (Nyang-Nyang)
Pitstops,Pitstops
Rags-Left,Rags Left
Rags-Right,Rags Right
Rifles,Rifles (Kandui Right)
Scarecrows,Scarecrows
Telescopes,Telescopes
Thunders,Thunders
Asu,Asu
Bawa,Bawa
Hiliduha,Hiliduha
Hilisataro,Hilisataro
Lagundri-The-Point,Lagundri - The Point
Lagundri-Indicators,Lagundri-Indicators
Lagundri-The-Machine,Lagundri-The Machine
Secret_1,Secret
Jackals,Jackals
Teabags,Teabags
Teupah,Teupah
Thailand,Thailand
Bali-Village,Bali Village
Balimbing,Balimbing
Benkunqut,Benkunqut
Jimmys,Jimmys
Karang-Nyimbor,Karang Nyimbor
Krui,Krui
Mandiri,Mandiri
Pantai-Air-Manis,Pantai Air Manis
Pulau-Pisang,Pulau Pisang
Ujung-Siging,Ujung Siging
Ujung-Walur,UjungWalur
Way-Jambu,Way Jambu
Bondo-Kodi,Bondo Kodi
Marosi,Marosi
Millers-Rights,Millers Rights
Sunset-Left,Sunset Left
Wanjapu,Wanjapu
Wanukaka,Wanukaka
Benete,Benete
Downtowns,Downtowns
Flies,Flies
Lakai-Peak,Lakai Peak
Lakai-Pipe,Lakai Pipe
Northern-Rights,Northern Rights
Nungas,Nungas
Pantai-Pisin,Pantai Pisin
Periscope-Point,Periscope Point
Scar-Reef,Scar Reef
Sejorong,Sejorong
Super-Suck,Super Suck
Yo-Yos-The-Wedge,Yo Yo's-The Wedge
Yo-Yos-The-Hook,Yo-Yo's-The Hook
Boa,Boa
Doo,Do'o
Ndana,Ndana
Ndao,Ndao
Nembrala,Nembrala
Peanuts,Peanuts
Pulau-Dana,Pulau Dana
Savu-Left,Savu Left
Savu-Right,Savu Right
T-Land,T-Land
The-Wedge_Raijua,The Wedge (Raijua)
Ballycastle,Ballycastle
Black-Rocks,Black Rocks
Portballintrae,Portballintrae
Portrush_East-Strand,Portrush-East Strand
Portrush_West-Strand,Portrush-West Strand
White-Park-Bay,White Park Bay
White-Rocks,White Rocks
Aileens,Aileen's
Cornish-Reef,Cornish Reef
Crab-Island_Clare,Crab Island
Cregg-Beach,Cregg Beach
Doolin-Point,Doolin Point
Doonbeg-Castle,Doonbeg Castle
Doughmore,Doughmore
Fanore,Fanore
Green-Point_1,Green Point (Cream Point)
Killard,Killard
Lahinch-Left,Lahinch Left
Lahinch,Lahinch Strand
Shit-Creek,Shit Creek
Spanish-Point,Spanish Point
Ballycotton,Ballycotton
Barley-Cove,Barley Cove
Garrettstown,Garrettstown
Inch-Whitegate,Inch (Whitegate)
Inchydoney,Inchydoney
Long-Strand_Castlefreke,Long Strand-Castlefreke
Ownachincha,Ownachincha
Oysterhaven,Oysterhaven
Red-Strand_Dirk-Bay,Red Strand (Dirk Bay)
Ballyhiernan-Bay,Ballyhiernan Bay
Ballymastocker,Ballymastocker
Brinlack-Point,Brinlack Point (Bloody Foreland)
Bundoran,Bundoran
Carrickfinn,Carrickfinn
Clonmass-Bay,Clonmass Bay (Ards)
Crummies-Bay,Crummie's Bay
Culdaff,Culdaff
Curransport,Curransport
Drumnacraig-Beach,Drumnacraig Beach
Dunfanaghy,Dunfanaghy (Killahoey Beach)
Falcarragh-Beach,Falcarragh Beach
Fanad-Head-Reef,Fanad Head Reef
Five-Finger-Strand,Five Finger Strand
Glencolumbkille,Glencolumbkille
Gweebara-Heads-left,Gweebara Heads left
Gweebara-Heads-right,Gweebara Heads right
Gweebarra,Gweebarra
Harbour,Harbour
Kinnagoe-Bay,Kinnagoe Bay
Loughros-Beg,Loughros Beg
Maghera-Strand,Maghera Strand
Magheroarty-Reef,Magheroarty Reef
Magheroarty-Strand,Magheroarty Strand
Maghery,Maghery
Malin-Mor,Malin Mor Left
Marble-Hill-Strand,Marble Hill Strand
Muckros,Muckros
Mullaghderg-Beach,Mullaghderg Beach
Murder-Hole-Beach,Murder Hole Beach
Pollan-Bay,Pollan Bay
Portsalon-Beach,Portsalon Beach
Rossnowlagh,Rossnowlagh
Silver-Strand-Malin-Beg,Silver Strand (Malin Beg)
Slivebawn-right,Slivebawn Right
Stroove,Stroove
The-Peak_1,The Peak
Tra-Mor,Trá Mór (Sheephaven Bay)
Tra-Na-Rosan,Trá Na Rosan
Tramore-Dunfanaghy,Tramore (Dunfanaghy)
Tremone-Strand,Tremone Strand
Tullagh-Bay,Tullagh Bay
Tullaghan,Tullaghan (Leitrim)
Tullan-Strand,Tullan Strand
Annascaul-Rivermouth,Annascaul Rivermouth
Ballinskelligs-Bay,Ballinskelligs Bay
Ballybunion,Ballybunion
Ballydavid,Ballydavid
Ballyheigue,Ballyheigue
Banna-Strand,Banna Strand
Brandon-Bay_1,Brandon Bay
Coumeenole,Coumeenole
Derrynane,Derrynane
Dumps,Dumps
Garywilliam-Point,Garywilliam Point
Inch-Reefs,Inch Reefs
Inch-Strand,Inch Strand
Mossies,Mossies
Rossbeigh-Strand,Rossbeigh Strand
Sandy-Bay,Sandy Bay
Scraggane-Bay,Scraggane Bay
Smerwick-Harbour,Smerwick Harbour
St-Finnans-Bay,St Finan's Bay
Stoney-Gap,Stoney Gap
Tralee-Bay,Tralee Bay
Castlerock,Castlerock
Downhill,Downhill
Magillian-Point,Magillian Point
Portstewart-Strand,Portstewart Strand
Bunatrahir-Bay,Bunatrahir Bay
Carrowmore,Carrowmore
Carrownisky,Carrownisky
Dooagh,Dooagh
Dooega,Dooega
Doogort,Doogort
Doonloughan,Doonloughan
Keel,Keel
Kilcummin-Harbour,Kilcummin Harbour
Killadoon,Killadoon
Lackan-Bay,Lackan Bay
Mullranny-Pier,Mullranny Pier
Mulranny,Mulranny - Pink Rock
Valley-Left,Valley Left
Back-Strands,Back Strands
Ballyconnell,Ballyconnell
Dunmoran-Strand,Dunmoran Strand
Easky-Right,Easky Right
Easky-Left,EaskyLeft
Inishcrone,Inishcrone
Lighthouse_1,Lighthouse
Mullaghmore,Mullaghmore
Pollacheeny-Harbour,Pollacheeny Harbour
Strandhill,Strandhill
Streedagh-Strand,Streedagh Strand
The-Bar,The Bar
Annestown,Annestown
Ardmore,Ardmore
Bunmahon,Bunmahon
Kilmurren-Cove,Kilmurren Cove
Perfect-Wave,Perfect Wave
Tramore,Tramore
Tramore-Left,Tramore Left
Carne-Beach,Carne Beach
Clogherhead-beach,Clogherhead Beach
Courtown,Courtown
Donabate,Donabate
Jacks-Hole,Jacks Hole
Killiney-Bay,Killiney Bay
Maghermore,Maghermore
Rosslare,Rosslare
Tower-Bay,Tower Bay
Acre-Mifalim,Acre (Mifalim) or Ako
Back-Door-Haifa,BackDoor (Haifa)
Bat-Galim,Bat Galim
Betset,Betset
Kadarim-Haifa,Kadarim or Dado beach (Haifa)
Nahum-Sokolow-Nahariya,Nahum Sokolow (Nahariya)
Nirvana-Beach,Nirvana Beach
Papaya-Nahriya,Papaya (Nahriya)
Pik,Pik or Meridian
Shavei-Tzion,Shavei Tzion
Stal-Beach-Haifa,Stalbeach (Haifa)
Te-Peak-Hifa,Te Peak (Hifa)
The-Reef_2,The Reef (Haifa)
Eilat-Green-Beach,Eilat (Green Beach)
Al-Gal,Al Gal
Ambatia-Beach,Ambatia Beach
Antenot,Antenot
Apolonia,Apolonia
Argamans-Beach,Argaman's Beach
Ashdod-hshover,Ashdod -Hshover (Port)
Ashkelon,Ashkelon Shimshon
Bagira,Bagira Beach
Bat-Yam,Bat-yam (al gal) or Tubego Beach
Dabush,Dabush
Danger,Danger
Dolphinarium,Dolphinarium
Dosim-Beach,Dosim Beach
Dromi-Ashdod,Dromi (Ashdod)
Frishman,Frishman
Gaza-Harbourmouth,Gaza Harbourmouth
Gordon-Beach,Gordon Beach
Green-Beach,Green Beach
Ha-Golshim,Ha Golshim
Ha-Radar,Ha`Radar or Ha`Basiz
Ha-Arubot,Ha-Arubot (Bet Yanay)
Haambatia-Herzliya,Haambatia (Herzliya)
Hadromy,Hadromy - Marina Beach
Hakshtot-Ashdod,Hakshtot (Ashdod)
Hasharon-Beach,Hasharon Beach
Hazuk,Hazuk
Hilton_2,Hilton
Hilton,Hilton
Hofgil,Hof gil (Ashdod) or Hof Hadromi
Hof-Maravi,Hof Maravi
Igolim-Ashdod,Igolim Ashdod
Kontiki-Herzelia,Kontiki (Herzelia)
Maravi,Maravi
Marina_2,Marina
Netanya,Netanya (Poleg)
Neurim-Beach,Neurim beach
Neurim-Youth-Beach,Neurim Youth Beach
Palmachim-Htzinorot,Palmachim - Htzinorot
Sheraton-Metzizim,Sheraton-Metzizim
Shonit-Beach-Caesarea,Shonit Beach Caesarea
Sironit-Beach,Sironit Beach
South-Beach_1,South Beach
Tayelet,Tayelet Ashkelon
Tel-Baruch-North-Beach,Tel Baruch North Beach
Tel-Baruch-South-Beach,Tel Baruch South Beach
Topsy,Topsy or Hilton Bet
Ziqim-Beach,Ziqim ( Zikim) Beach
Zvulun-Beach,Zvulun Beach
Adria,Adria
Ancona,Ancona
Capo-Vieste,Capo Vieste
Cesano-Piramidi,Cesano Piramidi
Devil-s-Break-Rimini,Devil's Break or Lion's Cage (Rimini)
Fano-Lido,Fano Lido (Spiaggia di Ponente)
Fano-Sassonia,Fano Sassonia
Fossacesia-Marina,Fossacesia Marina
Is-Sasso-Sassi-Neri,Il-Sasso (Sassi Neri Beach)
La-Diga-Sottomarina,La Diga (Sottomarina)
San-Foca-Li-Marangi,Li Marangi (San Foca)
Lido-Carabiniere,Lido Carabiniere or Carramba
Lignano-Pineta,Lignano Pineta (Stephanie's)
Marina-di-Ravenna,Marina di Ravenna (Canalino)
Marina-Palmense,Marina Palmense
Marina-Romea,Marina Romea
Paloma-Silvi-Marina,Paloma or Silvi Marina
Porto-Corsini,Porto Corsini
Porto-Verde,Porto Verde (Oasi-Palazzoni)
Portonovo-Nave,Portonovo (la Nave)
Punta-Sabbioni,Punta Sabbioni
Riccione,Riccione or Porto
Rock-Island_1,Rock Island (Rimini)
San-Benedetto-del-Tronto,San Benedetto del Tronto
Saraceno,Saraceno
Capo-Bianco-Elba,Capo Bianco (Elba)
Cavoli-Elba,Cavoli (Elba)
Lacona-Elba,Lacona or Tallinucci (Elba)
Margidore-Elba,Margidore (Elba)
Pineta-Elba,Marina di Campo / Pineta
Procchio-Elba,Procchio or Il Golfo (Elba)
Scaglieri-Elba,Scaglieri or La Biodola (Elba)
Seccheto-Elba,Seccheto (Elba)
Badesi,Badesi
Bassa-Trinita,Bassa Trinita
Buggerru,Buggerru
Cala-Cipolla,Cala Cipolla
Cala-Pira,Cala Pira
Capo-Mannu,Capo Mannu Point
Chia,Chia
Cipolla-Pipeline,Cipolla Pipeline
Foddini,Foddini
Guroneddu,Guroneddu
Il-Convento,Il Convento
Is-Arenas,Is Arenas
Isola-Rossa,Isola Rossa
L-Isoletto,L'Isoletto
La-Ciaccia,La Ciaccia
La-Laguna,La Laguna
La-Speranza,La Speranza
Li-Putzi,Li putzi
Lu-Bagnu,Lu Bagnu
Lu-Litarroni,Lu Litarroni
Maresciallo,Maresciallo
Mini-Cap,Mini Capo
Piscinas-2,Piscinas
Poetto_Cagliari,Poetto (Cagliari)
Portixeddu,Portixeddu
Porto-Armando,Porto Armando
Porto-Ferro,Porto Ferro
Porto-Guinco,Porto Guinco
Punta-Molentis,Punta Molentis
Racca-Point,Racca Point
Reef-la-Maddalenetta,Reef la Maddalenetta
Reef-Majore,Reef Majore
S-Archittu,S'Archittu
Sa-Mesa-Longa,Sa Mesa Longa ( laguna)
San-Giovanni-di-Sinis,San Giovanni di Sinis
Sant-Elmo,Sant Elmo
Santa-Caterina,Santa Caterina
Scivu,Scivu
Solanas,Solanas
Sotto-Il-Castello,Sotto Il Castello
Su-Paulo-Su,Su Paulo Su
Backdoor-Sicily,Backdoor
Ciammarita,Ciammarita
Corino,Corino
Isola-Delle-Femmine,Isola Delle Femmine
Kamikaze,Kamikaze or Cefalù big
Magaggiari-Sicily,Magaggiari (Sicily)
Morghella,Morghella
Playa-di-Catania,Playa di Catania
Ponente-Sicily,Ponente (Sicily)
Praiola,Praiola
Torre-Muzza,Torre Muzza or Big Bubble
Acque-Calde-Savona,Acque-Calde (Savona)
Alassio,Alassio
Albenga,Albenga
Andora,Andora
Arma-di-Taggia,Arma di Taggia
Bagni-Fiume,Bagni Fiume or La Buca
Banzai_2,Banzai (Santa Marinella)
Baratti-Il-Dado,Baratti Il Dado
Belvedere,Belvedere
Viareggio-Bochetta,Bochetta (Viareggio)
Bogliasco,Bogliasco
Bunker_1,Bunker
Cala-della-Morte,Cala della Morte (Santa Marinella)
Campo-di-Mare,Campo di mare
Capo-Marina,Capo Marina
Carillon-Paraggi,Carillon (Paraggi Beach)
Carrubo,Carrubo
Cartello-Andesonia,Cartello (Ansedonia)
Chiavari-Entella,Chiavari Entella
Cinquale,Cinquale
Circoletto-Rome,Circoletto (Rome)
Cocciade-Morto,Coccia de Morto
Cogoleto,Cogoleto
Curvone,Curvone
Diano-Marina,Diano Marina
Finale-Ligure,Finale Ligure
Focene,Focene or Baraonda
Fortedei-Marmi-Pontille,Forte dei Marmi (Pontille)
Garuglia-Lido-di-Camaiore,Garuglia Point (Lido di Camaiore)
Il-Bunker,Il Bunker (Santa Marinella)
Il-Sale,Il Sale
Ladispoli,Ladispoli
Laiguelia,Laiguelia
Lerici,Lerici or La Venere
Levanto,Levanto
Licola-Beach,Licola Beach ( Lido Capri)
Lido-Camaiore,Lido Camaiore
Lido-Garda,Lido Garda
Lido_Garda,Lido Garda (Anzio)
Lido-Pola,Lido Pola or Nisida (Naples)
Lillatro,Lillatro
Marangone,Marangone
Marina-di-Carrara,Marina di Carrara
Marina-di-Pietrasanta,Marina di Pietrasanta (Flumetto)
Marina-di-Pisa,Marina di Pisa
Marina-di-Vecchiano,Marina di Vecchiano
Marinaretti-Anzio,Marinaretti or Porto (Anzio)
Marinella,Marinella di Sarzana
Moneglia-La-Secca,Moneglia or La Secca
Multido-Genoa,Multido (Genoa)
Off-The-Wall_1,Off The Wall
Piombino-Perelli,Piombino (Perelli 1)
Porto,Porto
Portode-Anzio,Porto de Anzio
Porto-di-Santa-Marinella,Porto-di Santa Marinella (Porticciolo)
Pure-Vida,Pure Vida ( Toscanella)
Rabina,Rabina
Recco,Recco
Ristorante,Ristorante or La Toscana
Rocchette,Rocchette (Castiglioni della Pescaia)
San-Agostino-Gaeta,San Agostino (Gaeta)
San-Vincenzo,San Vincenzo
Santa-Agostino,Santa Agostino
Serapo-Gaeta,Serapo (Gaeta)
Soldati-Anzo,Soldati (Anzo)
Sori-Point,Sori Point
Tri_Ponti,Tri Ponti or La Scaletta (San Remo)
Varazze,Varazze
Royal,Viareggio - Royal
Viareggio-Piazza-Mazzini,Viareggio Piazza Mazzini
Viareggio-Titodel-Molo,Viareggio Tito del Molo
Voltri,Voltri
Boston-Bay,Boston Bay
Copa,Copa (Bull Bay)
Discovery-Bay,Discovery Bay
Lighthouse-2,Lighthouse 2
Long-Bay-2,Long Bay
Makka,Makka
Navy-Island,Navy Island
Peenie-Wally,Peenie Wally
Runaway-Bay,Runaway Bay
Ranch,The Ranch
Winnifred-Beach,Winnifred Beach
Zoo,Zoo (Bull Bay)
Amatu,Amatu
Big-Ben,Big Ben
Chikura,Chikura
Choshi,Choshi
Hebara,Hebara
Izumi,Izumi
Kamogawa,Kamogawa
Katagai,Katagai
Kuminatu,Kuminatu
Malibu_3,Malibu
Matsube-Bay,Matsube Bay
Mera,Mera
Ohara,Ohara
Onjuku,Onjuku
Shida,Shida
Torami,Torami
Uchiboso,Uchiboso
Wada-Rivermouth,Wada Rivermouth
Hachijojima-Kaisers,Kaiser's (Hachijojima Island)
Oshima-Island,Keta Reef Oshima
Niijima-Awaii,Niijima - Awaii
Niijima-Habushiura,Niijima - Habushiura
Hachijojima-Santos,Santos (Hachijojima Island)
Hachijojima-Tacos,Tacos (Hachijojima Island)
Chigasaki-Jetty,Chigasaki Jetty
Hanamizu-River,Hanamizu River
Hayama,Hayama
Hayama-Cliffs,Hayama Cliffs
Inamura-Point,Inamura Point
Inamuragasaki,Inamuragasaki
Kamakura,Kamakura
Kugenuma,Kugenuma Rivermouth
Kurihama,Kurihama
Nagahama,Nagahama
Nagai-Point,Nagai Point
Oiso-Jetty,Oiso Jetty
Osaki,Osaki
Rock-Island,Rock Island
Sagami-River,Sagami River
Sakawa-River,Sakawa River
Shichigahama,Shichirigahama
Shonan,Shonan
Tsujido-Beach,Tsujido Beach
Uraga-Point,Uraga Point
Zushi-Marina,zushi Marina
Aoshima,Aoshima
Aoshima-Harbour,Aoshima Harbour
Aoura,Aoura
Cape-Toi,Cape Toi
Chokusen,Chokusen
Currens-Point,Curren's Point
Dragons-Leaf,Dragons Leaf
Fukuoka,Fukuoka
Golfcourse,Golfcourse
Hakashita,Hakashita
Kanegahama,Kanegahama
Kodogawa,Kodogawa
Kojima,Kojima
Lena,Lena
Mimitsu,Mimitsu
Nagata,Nagata
Nichinan,Nichinan
Nomozaki,Nomozaki
Okuragahama,Okuragahama
Sosanji,Sosanji
Sosanji-Rivermouth,Sosanji Rivermouth
Takanabe,Takanabe
Uchiumi,Uchiumi
Udo-Shrine,Udo Shrine
Unnamed,Unnamed
Unnamed_1,Unnamed
Ada,Ada
Aha-Rivermouth,Aha Rivermouth
Aja,Aja
Balls-Bowls,Balls Bowls
Bowls,Bowls
Buma,Buma
Californias,Californias
Castles,Castles
Corners_2,Corners
Futami,Futami
Green-Pole,Green Pole
Hawaiians,Hawaiians
Ikei-Island,Ikei Island
Junkyards,Junkyards
Ko-Chan,Ko-Chan (Hedo Point)
Kudaka,Kudaka
Maeda-Point,Maeda Point
Mainside,Mainside
Marinas,Marinas
Oku,Oku
Rocky-Point_4,Rocky Point
Sesako-Island,Sesako Island
Steps_1,Steps
Suicide-Cliffs,Suicide Cliffs
Sunabe-Seawall,Sunabe Seawall
Sunset_4,Sunset
Tengan,Tengan
Turtles_1,Turtles
Yona-Bay,Yona Bay
Yonabaru,Yonabaru
Zampa_Inside,Zampa (Inside)
Zampa_The-Rock,Zampa (The Rock)
Asakawa,Asakawa
Dead-Mans-Land,Dead Man's Land
Gomoda,Gomoda
Hashikui-Bay,Hashikui Bay
Ikumi-Beach,Ikumi Beach
Kaifu-Rivermouth,Kaifu Rivermouth
Monabe-Rivermouth,Monabe Rivermouth
Niyodo-Rivermouth,Niyodo Rivermouth
Nunoshima,Nunoshima
Osaki-Point,Osaki Point
Ozaki,Ozaki
Shishikui-Beach,Shishikui Beach
Tainohama,Tainohama
Takegashima,Takegashima
Teba-Shima,Teba Shima
Uchizuma,Uchizuma
Yasuda-Rivermouth,Yasuda Rivermouth
Akabane-Long-Beach,Akabane Long Beach
Katahama,Katahama
Kisami-Ohama-Beach,Kisami-Ohama Beach
Omaezaki,Omaezaki
Shimoda-Yamatoken,Shimoda Yamatoken (Tatado Hama)
Suruga-Bay,Suruga Bay
Susuki,Susuki
Usami,Usami
Aktau-Aqtau,Aktau or Aqtau
Fort-Shevchenko,Fort Shevchenko
Malindi-Bay,Malindi Bay
Mombasa-Channel,Mombasa Channel
Watamu-Bay,Watamu Bay
Naa,Naa
Fanning-Island,Fanning Island
Mangaf,Mangaf
Palmu-Licis,Palmu Licis
Uzava,Palmu Užava
Pavilosta,Pavilosta
Awuali-Rivermouth,Awuali Rivermouth
Batroun,Batroun or Colonel
Jonas-Beach,Jonas Beach or Jieh beach
Nahr_Brahim,Nahr Brahim
Phil-and-Did,Phil and Did (Akif's reef)
Sandy-Beach-Chekka,Sandy Beach - Chekka
Tam-Tam,Tam Tam
Eighth-Street,6th Street
Cotton-Tree,Cotton Tree
El-Loco,El Loco
Fisherman-s,Fisherman's
Barn-s-Beach,Kendeja Resort
Mumba-Point,Mumba Point
Outer-Cotton,Outer Cotton
Robertsport,Shipwreck
Silver-Beach,Silver Beach
Tico-s-Point,Tico's Point
Unnamed_3,Unnamed
Unnamed_5,Unnamed5
Unnamed_6,Unnamed6
Janzour,Janzour
Juodkrante,Juodkrante
Nida,Nida
Palanga,Palanga
Ambinanibe,Ambinanibe
Baiedes-Singes,Baie des Singes
Evatra,Evatra
Fort-Dauphin,Fort Dauphin
Libanona-Beach,Libanona Beach
Lokaro-Island,Lokaro Island
Manafiafy,Manafiafy
Monseigneur-Bay,Monseigneur Bay
Behakio,Behakio
Chefs,Chefs
Flame-Bowls,Flame Bowls
Jelly-Babies,Jelly Babies
La-Batterie,La Batterie
La-Gauche,La Gauche
Nosy-Andrea,Nosy Andrea
Puss-Puss,Puss-Puss
Resort,Resort
T-Ts,TTs
Kota-Belud,Kota Belud
Kudat,Kudat (Pantai Kosuhui)
Nexus,Nexus
Nexus-West-End,Nexus West End
Pulau-Manukan,Pulau Manukan
Shabandar,Shabandar
Tanjung-Aru-Beach-3,Tanjung Aru Beach
Batu-Buruk,Batu Buruk
Cenang-Beach-Langkawi,Cenang Beach (The Cliff)
Cherating,Cherating
Kelulut-Marang,Kelulut (Marang)
Kijal,Kijal
Tengah-Beach-Langkawi,Tengah Beach (Bank Negara)
Tioman-Island-Malaysia,Tioman Island
Airports,Airports
Antiques,Antiques
Beacons_1,Beacons
Blue-Bowls,Blue Bowls
Castaways,Castaways
Five-Islands,Five Islands
K-H,KH
Koodhoo,Koodhoo
Love-Charms,Love Charms
Tiger-Stripes,Tiger Stripes
Two-Ways,Two Ways
Viligili,Viligili
Bedhuge,Bedhuge
Chickens,Chickens
Colas,Colas (Cokes)
Furana,Furana
Gurus,Gurus (Gulhi)
Honkeys,Honkeys
Jails,Jailbreaks
Kadu,Kadu
Kudahuvadhoo,Kudahuvadhoo
Lohis,Lohi's
Maabaidhoo-left,Maabaidhoo left
Maabaidhoo-right,Maabaidhoo Right
Male,Male
Mikados-Outside,Mikados (Outside)
Ninjas,Ninja's
Pasta-Point,Pasta Point
Six-senses-Laamu,Six Senses Laamu
Sultans,Sultans
Veymandhoo-Right,Veymandhoo Right (Adonis)
Yin-Yang,Yin Yang
Bahar-ic-Caghaq,Baħar Iċ-Ċagħaq
Ghajn-Tuffieha,Ghajn Tuffieha
Golden_Bay,Golden Bay
Imgieba,Imġiebaħ Bay (Selmun Bay)
Mellieha-Bay,Mellieha-Bay
Gozo-Ramla-Bay,Ramla Bay
Anse-Cafard,Anse Cafard
Anse-Couleuvre,Anse Couleuvre
Anse-Trabaud,Anse Trabaud
Bagasse,Bagasse
Basse-Pointe,Basse-Pointe
Ceron,Ceron
Charlot,Charlot
Charpencaye,Charpencaye
Cocoa,Cocoa
Diams,Diam's
Le-Lorrain,Le Lorrain
Pellea-Tarte,Pelle a Tarte
Plagedes-Surfeurs,Plage des Surfeurs
Tomate,Tomate
Le-Wharf-Ancien-Port,Le Wharf
Bernache,Bernache
Black-Rocks_2,Black Rocks
Blue-Bay_1,Blue Bay
Chameau,Chameau
Club-Med-1,Club Med
Grand-Sancho,Grand Sancho
Graveyards_4,Graveyards / Cimetary
Ile-deux-cocos,Ile des Deux Cocos
Ilot-Sancho,Ilot Sancho
Le-Goulet,Le Goulet
Le-Morne,Le Morne
Maconde,Maconde
Manawa,Manawa
Morne-Rights,Morne Rights
One-Eyes,One Eye
Passede-L-Ambulante,Passe de L'Ambulante
Pereybere,Pereybere
Petit-Sancho,Petit Sancho
Port-Louis,Port Louis
Riviere-de-Galets,Riviere de Galets
Riviere-Noire-Harbour,Riviere Noire Harbour
Shandarini-Hotel,Shandrani Hotel
Souillac,Souillac
Martin-Spot,St Martin
Tamarin-Bay,Tamarin Bay
Three-Ms,3Ms
Alfonsos,Alfonsos
Alisitos,Alisitos
Baja-Malibu,Baja Malibu
Boca-De-Santo-Tomas,Boca De Santo Tomas
Cabo-Colonet,Cabo Colonet
Cabo-San-Quintin,Cabo San Quintin
Calafia_1,Calafia
California-Trailer-Park,California Trailer Park
Camalu,Camalu
Campo-Lopez,Campo Lopez (K-55)
Cannery,Cannery (Stacks)
Cantamar-Settlement,Cantamar Settlement
Casas,Casas
Cielito-Lindo,Cielito Lindo
Dunes_3,Dunes
El-Cardon,El Cardon
El-Morro-Point,El Morro Point (K371/2)
El-Paso,El Paso
El-Socorro_1,El Socorro
Ensenada-Beaches,Ensenada Beaches
Halfway-House,Halfway House
Islasde-Todos-Santos,Islas de Todos Santos
K-181,K-181
K-38,K-38
K-40,K-40
K-55,K-55 1/2
La-Fonda,La Fonda
La-Mision,La Mision
La-Salina,La Salina
Las-Gaviotas_2,Las Gaviotas
Punta-San-Jose,Lighthouse (Punta San Jose)
Marisol,Marisol
Marisol-North-Point,Marisol North Point
Millers-Landing,Millers Landing
Mirador-Viewpoint,Mirador Viewpoint
Playa-Elefante,Playa Elefante (Isla Cedros)
Playa-San-Ramon,Playa San Ramon
Playa-Santa-Maria,Playa Santa Maria
Popotla,Popotla
Primo-Tapia,Primo Tapia
Puerto-San-Andres,Puerto San Andres
Punta-Baja,Punta Baja
Punta-Blanca_1,Punta Blanca (Seven Sisters)
Punta-Cabras,Punta Cabras
Punta-Canoas,Punta Canoas
Punta-Cono,Punta Cono
Punta-Maria,Punta Maria
Punta-Negra,Punta Negra
Punta-Ositos,Punta Ositos
Punta-Rosarito,Punta Rosarito
Punta-San-Antonio,Punta San Antonio
Punta-San-Carlos,Punta San Carlos
Punta-San-Jacinto,Punta San Jacinto (Shipwrecks)
Punta-Santa-Rosalillita,Punta Santa Rosalillita (The Wall)
Quatro-Casas,Quatro Casas
Rancho-Santini,Rancho Santini
Rauls,Rauls
Renes,Renes
Rincon-De-Baja,Rincon De Baja
Roberts-Left,Roberts Left
Rosarito,Rosarito
Salsipuedes,Salsipuedes
San-Antonio-Del-Mar_Tijuana,San Antonio Del Mar
San-Antonio-Del-Mar,San Antonio Del Mar
San-Miguel,San Miguel
